iter	RMSE
756	0.2589251445
757	0.2588488857
758	0.2588092226
759	0.2586492898
760	0.2585197209
761	0.2583264881
762	0.2581685749
763	0.257972469
764	0.257781889
765	0.2577187117
766	0.2574161851
767	0.2572170498
768	0.2570503257
769	0.2569936112
770	0.2567565944
771	0.2566644267
772	0.2565028972
773	0.2564233691
774	0.2563577325
775	0.2561643801
776	0.256026711
777	0.2559238155
778	0.2558154414
779	0.2557260607
780	0.2556093662
781	0.2554600307
782	0.2554096281
783	0.255311951
784	0.2551817272
785	0.255106472
786	0.2549966434
787	0.2547929814
788	0.2546827715
789	0.2544488962
790	0.2543264403
791	0.2542213861
792	0.2541680273
793	0.2540194514
794	0.2538087624
795	0.253755196
796	0.2535680074
797	0.2533488332
798	0.2533189148
799	0.2532802005
800	0.2530999691
801	0.253013775
802	0.2528348897
803	0.2527096851
804	0.2526493478
805	0.2524999897
806	0.2524425616
807	0.2523636293
808	0.2521205763
809	0.2520558571
810	0.2518777525
811	0.2517593125
812	0.2516254624
813	0.2513588603
814	0.2511991154
815	0.2511078462
816	0.2510113333
817	0.2507751363
818	0.2506452714
819	0.2505162568
820	0.2501876793
821	0.249835802
822	0.2497424864
823	0.2495707757
824	0.2493006856
825	0.2490657276
826	0.2489270495
827	0.2486848583
828	0.248665262
829	0.2486533479
830	0.2486323291
831	0.2485727152
832	0.2485074389
833	0.2483916779
834	0.2483164627
835	0.2481523842
836	0.2480055451
837	0.2479381638
838	0.2477712298
839	0.2477403705
840	0.2476423222
841	0.2475519391
842	0.2473733491
843	0.2471203159
844	0.2471048864
845	0.2469587638
846	0.2468773957
847	0.246823839
848	0.2466169132
849	0.2465432575
850	0.2464436165
851	0.2463532559
852	0.2462444052
853	0.2461279535
854	0.2459175065
855	0.2456632491
856	0.2456210969
857	0.2451608085
858	0.2450397051
859	0.2449486987
860	0.2448705437
861	0.2447848875
862	0.2447194964
863	0.2445647961
864	0.2443183481
865	0.2438124331
866	0.2437621137
867	0.2434096398
868	0.2432447787
869	0.2430982041
870	0.2430437664
871	0.2429157805
872	0.2427597157
873	0.24265285
874	0.2424558229
875	0.2423415711
876	0.2421693706
877	0.2421230821
878	0.242004088
879	0.2418753102
880	0.2415823626
881	0.2415528513
882	0.2414905263
883	0.2414140175
884	0.2413287884
885	0.2412677693
886	0.2411487425
887	0.2410347813
888	0.2409637737
889	0.2408428508
890	0.2408104902
891	0.2407553936
892	0.240605236
893	0.2405638689
894	0.2403507866
895	0.2403165424
896	0.2402150698
897	0.2400842052
898	0.2399110333
899	0.2398238945
900	0.2397514366
901	0.2396307814
902	0.2395728248
903	0.2395221989
904	0.2394114316
905	0.2392689913
906	0.2391038271
907	0.2390068524
908	0.2389438934
909	0.2389158525
910	0.2387775809
911	0.2387603735
912	0.2386336388
913	0.2386056531
914	0.2385277199
915	0.2384130794
916	0.2383132375
917	0.2381915334
918	0.238145174
919	0.238124501
920	0.2380458595
921	0.2379728245
922	0.2378243567
923	0.2377897485
924	0.2375697252
925	0.2374791476
926	0.2374486731
927	0.2372237842
928	0.2371721599
929	0.2368847299
930	0.2367566904
931	0.2367082985
932	0.2366400773
933	0.2365160318
934	0.236495838
935	0.2363591495
936	0.2362081611
937	0.2361221947
938	0.2360843694
939	0.2360325982
940	0.2358956191
941	0.2357345912
942	0.2356165658
943	0.235439837
944	0.2353482872
945	0.2352957359
946	0.2352596013
947	0.2350936834
948	0.2349985687
949	0.2349305425
950	0.2346218832
951	0.2345003133
952	0.2343969203
953	0.2342036577
954	0.2341339797
955	0.2339848929
956	0.2338877483
957	0.233796039
958	0.2337740025
959	0.2337559047
960	0.233557656
961	0.2334242835
962	0.2333134986
963	0.2331727667
964	0.2330546765
965	0.2329842803
966	0.2329024948
967	0.2328673374
968	0.2328304284
969	0.2327365216
970	0.2325601198
971	0.2325147992
972	0.2323668038
973	0.2322811174
974	0.232221687
975	0.2320163581
976	0.231961781
977	0.2318011312
978	0.2317812027
979	0.2316552731
980	0.23154562
981	0.2314788383
982	0.2314563792
983	0.2313119657
984	0.2312492188
985	0.2312269735
986	0.2311431242
987	0.2310412734
988	0.2309078839
989	0.2308599497
990	0.2308496782
991	0.2308209235
992	0.2306567789
993	0.2304715876
994	0.2304188697
995	0.2303734782
996	0.2303393645
997	0.2303152505
998	0.2303034151
999	0.230243288
